   1.2115625e+02   4.8372971e+01   3.7548466e-01  -1.3165489e-02   3.1688963e+00   1.8399367e+01   7.4498741e+00   6.5159298e+01
   7.6968750e+01   3.6175557e+01   7.1289786e-01   3.3887186e+00   2.3996656e+00   1.7570997e+01   9.4146523e+00   1.0272297e+02
   1.3058594e+02   5.3229534e+01   1.3340829e-01  -2.9724164e-01   2.7433110e+00   2.2362553e+01   8.5083638e+00   7.4031324e+01
   1.5639844e+02   4.8865942e+01  -2.1598860e-01  -1.7129365e-01   1.7471572e+01   7.3704322e+00   2.9580659e+00   7.1978419e+00
   8.4804688e+01   3.6117659e+01   8.2501279e-01   3.2741254e+00   2.7901338e+00   2.0618009e+01   8.4050084e+00   7.6291128e+01
   1.2100781e+02   4.7176944e+01   2.2970813e-01   9.1336230e-02   2.0367893e+00   7.3704322e+00   9.5460511e+00   1.1213172e+02
   7.9343750e+01   4.2402174e+01   1.0634129e+00   2.2443767e+00   1.4164130e+02   7.3704322e+00  -7.0080882e-01  -1.2006532e+00
   1.0940625e+02   5.5912521e+01   5.6510595e-01   5.6246664e-02   2.7976589e+00   1.9496527e+01   9.4432821e+00   9.7374578e+01
   9.5007813e+01   4.0219805e+01   3.4757810e-01   1.1531644e+00   2.7700669e+00   1.8217741e+01   7.8512050e+00   7.0801938e+01
   1.0915625e+02   4.7002234e+01   3.9418184e-01   1.9029569e-01   4.5785953e+00   7.3704322e+00   5.7025322e+00   3.6342493e+01
   1.3008594e+02   4.6402624e+01  -4.6584831e-02  -3.4468391e-02   5.0501672e+00   2.7997476e+01   6.0598494e+00   3.8154786e+01
   9.6937500e+01   4.0537357e+01   4.1940557e-01   7.5582938e-01   1.9715719e+00   1.1636964e+01   1.1629120e+01   2.0268664e+02
   1.4669531e+02   4.7806177e+01  -4.6841878e-01   5.5492631e-01   2.8854515e+00   1.8043781e+01   9.7924207e+00   1.1262580e+02
   1.2873438e+02   4.8695560e+01  -1.7380208e+00   3.0780294e-01   5.3076923e+00   2.5162295e+01   5.4975439e+00   3.2739833e+01
   1.0236719e+02   4.9842074e+01   3.2951523e-01   1.8046482e-01   1.9188963e+00   1.4846797e+01   1.1044508e+01   1.4193612e+02
   1.2560938e+02   5.3514781e+01   1.0921084e-01  -4.1343164e-01   2.2466555e+00   1.3538692e+01   9.7138030e+00   1.2952367e+02
   1.5009375e+02   5.6700479e+01  -2.5668281e-01  -5.9470588e-01   1.3714883e+02   5.1223456e+01  -5.4091868e-01   5.9884657e-01
   1.0456250e+02   4.6658793e+01   3.5050536e-01   1.6534596e-01   4.7324415e-01   9.3057568e+00   2.2810861e+01   5.5967986e+02
   1.1578125e+02   5.3305713e+01  -1.7380208e+00  -5.1884746e-01   3.5652174e+00   2.2372342e+01   7.7409221e+00   6.5024844e+01
