3.939890295935353781e-01,2.722521158349665016e-01,1.631160988863287753e-01,-2.885853990632408217e-01,-3.210133095928571767e-01,-3.167525907354709624e-01,-1.948175441738894675e-01,-3.656856991333586882e-01
-1.327257433688835198e+00,-1.521272727929360968e+00,4.330282757552345041e-01,2.593806145105942984e-01,-3.469902624692454696e-01,-3.592984191817212292e-01,2.383725644942217836e-01,-2.203550326882945665e-01
7.613059463512831249e-01,9.863678267368838348e-01,-3.053181584532751319e-02,-3.343435948698611493e-01,-3.353853411247267879e-01,-1.131996911593033950e-01,3.855600491855244033e-02,-3.313605843994305578e-01
1.766786553615242283e+00,3.447392741448441766e-01,-3.100302919543152513e-01,-3.140562429087340179e-01,1.619885992682824072e-01,-8.832088112009670589e-01,-1.185161887863918517e+00,-5.899336342233467700e-01
-1.022022249340847733e+00,-1.529786080631358347e+00,5.227141103772873221e-01,2.409222624482738329e-01,-3.338041353130319910e-01,-2.028010977513420299e-01,1.576842537910565917e-02,-3.226175964996163548e-01
3.882069074573322176e-01,9.638655037015178562e-02,4.650281223539017711e-02,-2.717525530588694171e-01,-3.592446076280755296e-01,-8.832088112009670589e-01,2.673431074809450303e-01,-1.839533939557050357e-01
-1.234743479509584851e+00,-6.057022654561053931e-01,7.134212197572158409e-01,7.505321101053344379e-02,4.355205273585656123e+00,-8.832088112009670589e-01,-1.991862832484841750e+00,-6.224266962886918497e-01
-6.371158581959854295e-02,1.380877990134529831e+00,3.148027956833899244e-01,-2.774046826744427929e-01,-3.335500129347591658e-01,-2.604014081834719052e-01,2.446848181537258082e-01,-2.410475222971160125e-01
-6.245774330313045297e-01,-9.266007391253987535e-01,1.407923669763078700e-01,-1.007162302124533365e-01,-3.344817949321426398e-01,-3.260810389092674844e-01,-1.063329673816985899e-01,-3.438548054819967059e-01
-7.344989678583543902e-02,7.069695263571224020e-02,1.780728188383285948e-01,-2.558124393510329830e-01,-2.734077198391263175e-01,-8.832088112009670589e-01,-5.800677924517985140e-01,-4.771754633693978120e-01
7.418293244188093327e-01,-1.747041479205970957e-02,-1.745165074950602857e-01,-2.920168112184056697e-01,-2.574827183003610687e-01,1.762151620081859327e-01,-5.012872423541629985e-01,-4.701638551250874598e-01
-5.494098452606634986e-01,-8.799074617778105400e-01,1.982504320840176304e-01,-1.647178459863232192e-01,-3.614470014830527544e-01,-6.640758253516851894e-01,7.266136131807117149e-01,1.663958730392742780e-01
1.388818359238172873e+00,1.889099838391418429e-01,-5.119606915066946540e-01,-1.970787535880551000e-01,-3.305852520125038829e-01,-3.350158184706154008e-01,3.216621389920193974e-01,-1.820418370414579878e-01
6.891815807575911723e-01,3.196860406898963669e-01,-1.527573118605050517e+00,-2.368846979712135870e-01,-2.487860862347293645e-01,3.059765664306795391e-02,-6.252631836765206730e-01,-4.911138468205668017e-01
-3.379059039627060335e-01,4.882710808587130136e-01,1.263430548733829872e-01,-2.573959672366960549e-01,-3.632258580296519046e-01,-4.992158557343106540e-01,5.977196107247000345e-01,-6.864271734239119072e-02
5.674526936796300269e-01,1.028311015627927372e+00,-4.988845379369115374e-02,-3.530591558366973914e-01,-3.521574172464779218e-01,-5.664013038923489951e-01,3.043286779326651037e-01,-1.166654166680756999e-01
1.521198523935455738e+00,1.496740513172087450e+00,-3.425834449123218994e-01,-3.822583064632134042e-01,4.203494222131788582e+00,1.369122819660895551e+00,-1.956610593631612494e+00,-6.154645850525052309e-01
-2.523913607904383349e-01,2.019697942578797464e-02,1.431340155264224090e-01,-2.598312716037006753e-01,-4.120455879638380003e-01,-7.838087555833125331e-01,3.191940260953426201e+00,1.547572246923995642e+00
1.846153438194421958e-01,9.975693417012511111e-01,-1.527573118605050517e+00,-3.700392438131875905e-01,-3.076295317017392894e-01,-1.126969417111061411e-01,-1.306479016917243829e-01,-3.662058890453369076e-01
8.602106671021265694e-01,1.975624533337072330e+00,-1.269678396267190090e-01,-4.161142179394113905e-01,6.375362519815045426e-01,2.088833056841993496e+00,-1.454781267747010665e+00,-6.125255209444636639e-01
5.494976828356307186e-01,-7.667062590596808447e-02,-4.579092320686022760e-02,-2.931930584228966130e-01,-3.193473962992247062e-01,-3.396723710336806423e-01,-1.798240130747655874e-01,-3.500995046640870134e-01
-4.581131799521926951e-01,3.740002511205631652e+00,4.751533985290568030e-01,-4.197786909471198924e-01,6.232576601213654754e+00,2.012949541331231273e+00,-2.251051965936293975e+00,-6.083749919627572389e-01
-1.055802015504981872e+00,-1.189156069676467753e-01,4.617294894033622810e-01,-7.015386892884326042e-02,-3.690142007826266446e-01,-6.418051494979762905e-01,7.727899488498354286e-01,3.990099312544555410e+00
9.384214770497166791e-01,1.985587343187139864e-01,-2.620272246273982475e-01,-2.259695065814590897e-01,-2.514120173643143996e-01,-8.832088112009670589e-01,-5.613416495810175100e-01,-4.654523989919391314e-01
2.606346840039780455e-02,7.219629357708137393e-03,8.102246008885090334e-02,-2.963945053074622527e-01,-3.557716019830447496e-01,-4.063082414246073082e-01,2.249718771508703863e-01,-2.396578791672216713e-01
6.344035815725086458e-01,-1.737883221834131409e-01,-1.601813068219453684e-01,-3.197323752846303324e-01,-2.944434045117557686e-01,8.655469395327987370e-02,-3.345936699696847039e-01,-4.373979970947837193e-01
-3.555565925890104007e-01,8.407972866680970547e-01,3.613114167360118034e-02,-3.333790773843019473e-01,-1.115317732205782369e-01,5.413262795574926844e-01,-9.278441364707297190e-01,-5.533764998231942567e-01
-8.957897432366529467e-02,1.569908524142238082e-01,2.326790237377686921e-01,-2.469784483907118688e-01,1.588826590518707671e-01,1.408069219355719159e+00,-1.209266130867557187e+00,-5.921381703335586444e-01
6.794432697913542762e-01,6.572722628799253508e-01,-9.055302882059783343e-02,-3.663460895574061627e-01,-3.687036067947555007e-01,-3.938927754502640766e-01,7.550438541808803805e-01,-2.626424242955682081e-02
-3.430793816635193672e-01,-2.960867059267026646e-01,2.976142637021766957e-01,-2.130840038617320686e-01,-2.675911412813524737e-01,1.815971536696631139e-01,-4.592055204238996158e-01,-4.652936214748254473e-01
-4.858065017624288440e-01,-2.134934998687678942e-01,1.420553073789012355e-01,-1.490145467134040003e-01,-3.667270995132519418e-01,-5.687653622997069780e-01,5.438692867415768628e-01,-5.139816739851002514e-02
